modelo_fuente,tipo_patron,descripcion_patron,palabras_clave,peso_o_confianza,longitud_tipica_texto,tipo_titular,intensidad_emocional,uso_puntuacion,estructura_narrativa,etiqueta
text_analysis,lexico,bigrama_frecuente_fake,el que,80.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,gobierno de,79.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,el congreso,78.0,,,,,,FAKE
text_analysis,lexico,bigrama_frecuente_fake,de coalicion,78.0,,,,,,FAKE
structural_analysis,estadistico,longitud_texto_promedio,,48.92945479043357,30-49,,,,,FAKE
structural_analysis,estadistico,longitud_texto_mediana,,38.0,30-49,,,,,FAKE
structural_analysis,estadistico,uso_exclamaciones,,0.0,,,,!=0.00,,FAKE
structural_analysis,estadistico,uso_interrogaciones,,0.0,,,,?=0.00,,FAKE
structural_analysis,estadistico,porcentaje_mayusculas,,0.3993346409931063,,,,MAYUS=0.40%,,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el lider del iniciativa vers,5.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el iniciativa vers per catalunya,4.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el presidente del gobierno y,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el secretario general de pp,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el vicepresidente segundo del gobierno,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el portavoz del iniciativa vers,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,nueva canarias y unidas eajpnv,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,el presidente del gobierno ha,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,la candidata del iniciativa vers,3.0,,,,,inicio,FAKE
structural_analysis,estructural,patron_inicio_frecuente,la audiencia provincial de madrid,3.0,,,,,inicio,FAKE
emotional_analysis,emocional,intensidad_emocional_alta,"urgente, alerta, peligro, grave, terrible, escandaloso, impactante, increíble, devastador",0.019,,alarmista-sensacionalista,alta,,,FAKE
emotional_analysis,emocional,intensidad_emocional_media,"importante, serio, preocupante, crítico, significativo",0.021,,clickbait,media,,,FAKE
