token,importance,mean_frequency,normalized_importance
izquierda unido,6.048460862323164e-05,0.0,60484.60862323164
lesión,5.999647224714466e-05,0.0,59996.47224714466
investigación,5.993346707204815e-05,0.0,59933.467072048144
key datar,5.965457146112103e-05,0.0,59654.57146112102
narbona monico,5.852516978981114e-05,0.0,58525.16978981113
foro asturia,5.832717070419854e-05,0.0,58327.170704198536
podrio,5.821647570132411e-05,0.0,58216.4757013241
cristinar narbona,5.623164344113242e-05,0.0,56231.643441132415
asturia,5.473429514562561e-05,0.0,54734.29514562561
declaración,5.4054095112326185e-05,0.0,54054.095112326184
alfonso rodar,5.3608572586381804e-05,0.0,53608.5725863818
datar,5.277697797108822e-05,0.0,52776.977971088214
memoria historico,5.2454914571850127e-05,0.0,52454.914571850124
reunirar,5.242300373128049e-05,0.0,52423.003731280485
tensión,5.224536121926829e-05,0.0,52245.361219268285
num iniciativo,5.114670455569088e-05,0.0,51146.70455569088
catalunya iniciativo,4.966857432013564e-05,0.0,49668.57432013564
proxima elección,4.759135305331604e-05,0.0,47591.35305331604
catalar,4.7543413144021776e-05,0.0,47543.413144021775
unido iniciativo,4.7156906464204364e-05,0.0,47156.90646420436
plan contemplar,4.594309767101827e-05,0.0,45943.097671018266
rufiar martinez,4.500621122664415e-05,0.0,45006.21122664415
naranjar,4.499455543906856e-05,0.0,44994.55543906856
equo junt,4.3929883319720454e-05,0.0,43929.88331972045
carmar,4.338131754997817e-05,0.0,43381.31754997817
elección num,4.3241893127232464e-05,0.0,43241.89312723246
ilegal iniciativo,4.29778612630763e-05,0.0,42977.861263076295
jo manuel,4.2895740387564485e-05,0.0,42895.74038756448
decisión,4.263683490234064e-05,0.0,42636.83490234063
agente social,4.0548924030133644e-05,0.0,40548.92403013364
serar,3.973596646718498e-05,0.0,39735.966467184975
sacudir partido,3.840431449782359e-05,0.0,38404.31449782359
todaviir,3.7661617945124145e-05,0.0,37661.61794512414
sistema pensión,3.563735363284301e-05,0.0,35637.353632843005
num ciudadano,3.560816266786374e-05,0.0,35608.16266786374
acusación,3.55947945647275e-05,0.0,35594.7945647275
crisis politico,3.5242572246772834e-05,0.0,35242.572246772834
restricción,3.5159338094492236e-05,0.0,35159.33809449223
bolano,3.50057369886278e-05,0.0,35005.736988627796
mayorio,3.4959076709734026e-05,0.0,34959.07670973402
ciudadano upn,3.393490672961204e-05,0.0,33934.906729612034
quim torrar,3.378043761027261e-05,0.0,33780.43761027261
andr,3.375330841719505e-05,0.0,33753.30841719505
rufiar serrano,3.33159298496743e-05,0.0,33315.92984967429
presidenta madrilén,3.3191630807160624e-05,0.0,33191.630807160625
actuación,3.314391572084541e-05,0.0,33143.915720845405
cuestión,3.275257167500625e-05,0.0,32752.57167500625
vox ciudadano,3.269387148766018e-05,0.0,32693.87148766018
asociación,3.259466465205435e-05,0.0,32594.664652054347
psoe ciudadano,3.1976349051042403e-05,0.0,31976.3490510424
catalunya acusar,3.1773149314392985e-05,0.0,31773.149314392984
har,3.177074667627153e-05,0.0,31770.746676271527
susán,3.1564924384908514e-05,0.0,31564.92438490851
madrid monico,3.155479792646546e-05,0.0,31554.797926465457
resto dictador,3.150229370409306e-05,0.0,31502.29370409306
organización,3.1249822825177865e-05,0.0,31249.822825177864
esca,3.1022213082788124e-05,0.0,31022.213082788123
balear canarias,3.087603041485765e-05,0.0,30876.03041485765
energias renovable,3.0809411977602e-05,0.0,30809.411977601998
incentivo fiscal,3.0332137536246268e-05,0.0,30332.137536246264
conversación,2.939879169341594e-05,0.0,29398.791693415937
explicación,2.8881056069378036e-05,0.0,28881.056069378035
lastro,2.8608250543377292e-05,0.0,28608.25054337729
teniar,2.8427663621425398e-05,0.0,28427.663621425396
pensión,2.7835329514992668e-05,0.0,27835.329514992667
vox acusar,2.7667730862749916e-05,0.0,27667.730862749915
lamr,2.7623321959409416e-05,0.0,27623.321959409415
hora despu,2.7491063194419537e-05,0.0,27491.063194419534
fondo publico,2.7487964350358336e-05,0.0,27487.964350358336
bidir,2.7101974376614777e-05,0.0,27101.974376614777
polemico reforma,2.679341156585327e-05,0.0,26793.41156585327
manifestación,2.67529336637703e-05,0.0,26752.933663770298
maria dolor,2.6678186385288894e-05,0.0,26678.186385288893
partido naranjar,2.6519267128340987e-05,0.0,26519.267128340987
mujico,2.6300416517577965e-05,0.0,26300.416517577964
ocasión,2.626516673809177e-05,0.0,26265.166738091768
presidente función,2.6031080658191757e-05,0.0,26031.080658191757
deciar,2.591403103299911e-05,0.0,25914.031032999108
vicepresidenta tercero,2.5882676777710324e-05,0.0,25882.676777710323
posición,2.5749388131323017e-05,0.0,25749.388131323016
destapar escandalo,2.561649886659823e-05,0.0,25616.49886659823
valle caido,2.5237076957672025e-05,0.0,25237.076957672023
num país,2.520419295570784e-05,0.0,25204.19295570784
diverso sector,2.5171761430265204e-05,0.0,25171.761430265204
incluir incentivo,2.5132830579576588e-05,0.0,25132.83057957659
ministro aprobar,2.498487596802212e-05,0.0,24984.87596802212
investigacion exhaustivo,2.48827864590824e-05,0.0,24882.7864590824
acusar iniciativo,2.4853378855098525e-05,0.0,24853.378855098523
tramit,2.4749681369139922e-05,0.0,24749.681369139922
carmén,2.4715174038156306e-05,0.0,24715.174038156303
fós,2.4396647277191313e-05,0.0,24396.64727719131
pere aragón,2.4250209868366117e-05,0.0,24250.209868366117
millón persona,2.4115816802657847e-05,0.0,24115.816802657846
municipal autonomica,2.4095635779811263e-05,0.0,24095.635779811262
lourd maldonado,2.404760198492658e-05,0.0,24047.60198492658
datar publico,2.2823299193320284e-05,0.0,22823.299193320283
resolución,2.2798888981886383e-05,0.0,22798.888981886383
reunión,2.2744168729275266e-05,0.0,22744.168729275265
andaluciar,2.2619448869688992e-05,0.0,22619.44886968899
pablir iglesia,2.252425930917569e-05,0.0,22524.25930917569
pedir iniciativo,2.250966906951912e-05,0.0,22509.669069519117
despuser,2.221219717881585e-05,0.0,22212.197178815848
rufiar correa,2.2202978555044967e-05,0.0,22202.978555044967
pablir boluarte,2.195657097854837e-05,0.0,21956.570978548367
pp asegurar,2.1923846880573583e-05,0.0,21923.846880573583
involucrar,2.187898921747712e-05,0.0,21878.98921747712
iniciatiir,2.180956350332987e-05,0.0,21809.563503329868
espanol presentar,2.174054144630992e-05,0.0,21740.54144630992
migrant,2.1459202768250845e-05,0.0,21459.202768250845
manuela carmén,2.1385585038484925e-05,0.0,21385.585038484922
sanchez iglesia,2.123290869630185e-05,0.0,21232.908696301845
cristinar,2.1061416858761594e-05,0.0,21061.416858761593
medida impulsar,2.103781463575117e-05,0.0,21037.81463575117
exportación,2.0764614858316276e-05,0.0,20764.614858316276
sanz roldar,2.072205449603988e-05,0.0,20722.054496039877
vilalto,2.065545369014728e-05,0.0,20655.45369014728
iniciatiir per,2.0403699487471327e-05,0.0,20403.699487471327
gobierno función,2.0362794479198778e-05,0.0,20362.794479198776
lourd,2.0176676302476083e-05,0.0,20176.67630247608
reunar,1.9731693963299563e-05,0.0,19731.693963299564
debate generar,1.9630237421473862e-05,0.0,19630.23742147386
ejecutivo iniciativo,1.952136217982893e-05,0.0,19521.362179828928
recuperacion economico,1.9449196103351e-05,0.0,19449.196103350998
alejandro jacinto,1.940565002476077e-05,0.0,19405.65002476077
resto jordi,1.9342062738898934e-05,0.0,19342.062738898934
acudirar,1.9329155998314185e-05,0.0,19329.155998314185
prevar,1.9320264086490985e-05,0.0,19320.264086490984
relación,1.929428054351016e-05,0.0,19294.280543510158
condición,1.8748787941061323e-05,0.0,18748.78794106132
tendrar,1.87223794488388e-05,0.0,18722.379448838798
escrivo,1.868686853740569e-05,0.0,18686.868537405688
pedro rollar,1.8613346037123187e-05,0.0,18613.346037123185
adrián lastro,1.8519253315185255e-05,0.0,18519.253315185255
lertxundi jo,1.8495316168594017e-05,0.0,18495.316168594014
politico generar,1.8448633242355603e-05,0.0,18448.6332423556
cristina cifuent,1.8215708530684784e-05,0.0,18215.708530684784
rosaliar iglesia,1.8161908379361102e-05,0.0,18161.9083793611
autonomico iniciativo,1.8041780753247297e-05,0.0,18041.780753247294
seguirar,1.803959554683769e-05,0.0,18039.59554683769
numero iniciativo,1.800089349657161e-05,0.0,18000.893496571607
sevillar,1.7954018303276417e-05,0.0,17954.018303276414
primario,1.7868262626443595e-05,0.0,17868.262626443593
paquete medida,1.780637763082006e-05,0.0,17806.377630820058
francisco granado,1.7562369271980404e-05,0.0,17562.369271980402
susán diaz,1.7531008025585793e-05,0.0,17531.00802558579
nicola,1.7452991374785542e-05,0.0,17452.991374785543
joaquin leguinar,1.7182394193104945e-05,0.0,17182.394193104945
información,1.6994200005865318e-05,0.0,16994.200005865318
villega,1.6809975495902942e-05,0.0,16809.97549590294
elección municipal,1.6719959000473353e-05,0.0,16719.95900047335
lorco,1.6703336649601224e-05,0.0,16703.336649601224
garcia julio,1.6625609091022906e-05,0.0,16625.609091022907
millón dolar,1.6621171923511583e-05,0.0,16621.17192351158
generar profundo,1.657870367732e-05,0.0,16578.703677319998
felix bolano,1.648548105814431e-05,0.0,16485.48105814431
ciudadano catalunya,1.6276969886374113e-05,0.0,16276.969886374112
operación,1.6225737637520097e-05,0.0,16225.737637520097
común,1.6078414607382905e-05,0.0,16078.414607382903
senador ciudadano,1.6009032307449307e-05,0.0,16009.032307449306
mario garcia,1.5951112518033634e-05,0.0,15951.112518033633
referir,1.5902664218792355e-05,0.0,15902.664218792353
elegirar,1.580538241829351e-05,0.0,15805.382418293508
miercol num,1.5710106942602327e-05,0.0,15710.106942602326
corts valencián,1.5703846915621924e-05,0.0,15703.846915621923
palma canaria,1.5601905265450555e-05,0.0,15601.905265450554
podro,1.5532187198546005e-05,0.0,15532.187198546004
ill balears,1.55118554207573e-05,0.0,15511.8554207573
intenso negociación,1.5380075276155364e-05,0.0,15380.075276155363
afín,1.5324055139526684e-05,0.0,15324.055139526683
martar vilalto,1.5304886819172128e-05,0.0,15304.886819172127
rós,1.5128774092044823e-05,0.0,15128.774092044821
pablir,1.506623981632281e-05,0.0,15066.23981632281
ciudadano eajpnv,1.4807193604146213e-05,0.0,14807.193604146212
manán,1.4747101942508564e-05,0.0,14747.101942508563
tendro,1.4726236025831664e-05,0.0,14726.236025831662
inversión,1.4709559632749333e-05,0.0,14709.559632749331
pp anunciar,1.4705386858519707e-05,0.0,14705.386858519705
sebastiar,1.4679278842468634e-05,0.0,14679.278842468633
negociación equo,1.4543800678672145e-05,0.0,14543.800678672143
derechos social,1.4525648984720946e-05,0.0,14525.648984720945
javier lamr,1.443631159294662e-05,0.0,14436.311592946618
psc pai,1.4390972958441737e-05,0.0,14390.972958441736
iniciativo legislativa,1.4139823888973717e-05,0.0,14139.823888973717
obtendrio,1.4098558241943434e-05,0.0,14098.558241943434
partido extremo,1.4097798605997085e-05,0.0,14097.798605997084
anunciar ambicioso,1.3937071026258575e-05,0.0,13937.071026258574
presunto irregularidad,1.3900172265201736e-05,0.0,13900.172265201736
ciudadano rós,1.3844564444593084e-05,0.0,13844.564444593083
rufiir,1.3699118743130163e-05,0.0,13699.118743130162
enrique cayuelar,1.3533029581745588e-05,0.0,13533.029581745586
brusela,1.3511220148427091e-05,0.0,13511.22014842709
iglesia catolico,1.3504983055449728e-05,0.0,13504.983055449728
electoral presentar,1.3408444599663547e-05,0.0,13408.444599663546
caja iniciativo,1.3309841855870768e-05,0.0,13309.841855870767
papel barcena,1.3286894200030813e-05,0.0,13286.894200030812
pari,1.3282451052751612e-05,0.0,13282.451052751612
sociedad catalán,1.3136492359753456e-05,0.0,13136.492359753456
percatar,1.3124760179921325e-05,0.0,13124.760179921324
conferencia politico,1.308226219178255e-05,0.0,13082.262191782549
partido jo,1.2969415019899688e-05,0.0,12969.415019899687
cautelarisimo,1.2951177066580482e-05,0.0,12951.177066580482
habrio,1.2875767273761277e-05,0.0,12875.767273761276
ano despu,1.2870218715564516e-05,0.0,12870.218715564515
deberiar,1.2805451564267892e-05,0.0,12805.45156426789
partido elia,1.2787753842206875e-05,0.0,12787.753842206874
dirección,1.274399688976939e-05,0.0,12743.996889769389
enmienda corrección,1.2742071618964115e-05,0.0,12742.071618964115
asegurar equo,1.2738836531246252e-05,0.0,12738.83653124625
pablo llarén,1.2654598943205688e-05,0.0,12654.598943205687
propuesta generar,1.258303744240873e-05,0.0,12583.03744240873
alegrio,1.2574193101192988e-05,0.0,12574.193101192986
pilar alegrio,1.2546822190861605e-05,0.0,12546.822190861605
debiar,1.2533759338161868e-05,0.0,12533.759338161866
unidas asegurar,1.2505861352371527e-05,0.0,12505.861352371527
bng pedir,1.2446376933263486e-05,0.0,12446.376933263486
ionir belarro,1.2437400781521034e-05,0.0,12437.400781521033
detra,1.2407380352225937e-05,0.0,12407.380352225935
eajpnv querer,1.2406192997550099e-05,0.0,12406.192997550097
oposicion presentar,1.2161217444297617e-05,0.0,12161.217444297616
injuria,1.2154695942204306e-05,0.0,12154.695942204306
llarén,1.213524365215733e-05,0.0,12135.243652157329
juez jo,1.1958228720318936e-05,0.0,11958.228720318935
investigación sociologica,1.1908190866700232e-05,0.0,11908.190866700232
presentar elección,1.1877459525827063e-05,0.0,11877.459525827062
ejecutivo anunciar,1.1867102913074152e-05,0.0,11867.102913074152
almeido,1.1858140635509124e-05,0.0,11858.140635509122
movilización,1.1734524447043362e-05,0.0,11734.52444704336
candidato ciudadano,1.1700531599483187e-05,0.0,11700.531599483185
fuerza politico,1.1653483622788992e-05,0.0,11653.483622788992
maria catalún,1.1643227452324762e-05,0.0,11643.227452324762
mil millón,1.1626441284024298e-05,0.0,11626.441284024297
adriana lastro,1.1556503748809862e-05,0.0,11556.50374880986
camar,1.1544662571601874e-05,0.0,11544.662571601873
convocar elección,1.1412508035040982e-05,0.0,11412.50803504098
martar,1.1396383053948367e-05,0.0,11396.383053948366
hora despuser,1.1387297235936865e-05,0.0,11387.297235936865
participarar,1.1384396268865853e-05,0.0,11384.396268865852
agenda urbano,1.1333301432812262e-05,0.0,11333.30143281226
cupula proz,1.127490636284436e-05,0.0,11274.90636284436
decidar,1.1187800405501712e-05,0.0,11187.800405501712
asumirar,1.1164567933703697e-05,0.0,11164.567933703696
abogado jo,1.1131400189410655e-05,0.0,11131.400189410653
sanchez anunciar,1.1117189584593608e-05,0.0,11117.189584593607
miriam noguera,1.1072862542175545e-05,0.0,11072.862542175544
generar preocupacion,1.1016657985557237e-05,0.0,11016.657985557236
estarir,1.0996031919560878e-05,0.0,10996.031919560877
votarar,1.0943137412675062e-05,0.0,10943.137412675062
podrar,1.0861800170142466e-05,0.0,10861.800170142466
carolín,1.0825466343745523e-05,0.0,10825.466343745522
comisión,1.0804623673671955e-05,0.0,10804.623673671955
presunto financiacion,1.0758602843633661e-05,0.0,10758.60284363366
petición,1.0729594817129093e-05,0.0,10729.594817129093
emisión,1.0635279008864053e-05,0.0,10635.279008864052
caparro,1.055281315626169e-05,0.0,10552.81315626169
podriir,1.0524919370086979e-05,0.0,10524.919370086978
deberio,1.0505054031997984e-05,0.0,10505.054031997983
escandalo generar,1.0479119200903963e-05,0.0,10479.119200903962
irregularidad cometido,1.0468398348449453e-05,0.0,10468.398348449453
pp pedir,1.045324786293801e-05,0.0,10453.24786293801
telar,1.0431984660848538e-05,0.0,10431.984660848537
involucra alto,1.0424419090611966e-05,0.0,10424.419090611966
eduardo indo,1.039628437124053e-05,0.0,10396.284371240528
tercero ministra,1.0391161368791882e-05,0.0,10391.161368791882
investidura fallido,1.0389942050961753e-05,0.0,10389.942050961752
camara alto,1.0389094527416373e-05,0.0,10389.094527416371
euros anual,1.0355508450661365e-05,0.0,10355.508450661364
comision europeo,1.0282593693368944e-05,0.0,10282.593693368943
elección catalán,1.0233564174651929e-05,0.0,10233.564174651929
ejecutivo jo,1.0202097073024212e-05,0.0,10202.097073024212
pablo monicar,1.019389107475434e-05,0.0,10193.89107475434
fondo reservado,1.0108209344388945e-05,0.0,10108.209344388944
bng anunciar,1.0070986350872574e-05,0.0,10070.986350872574
revelación,1.004668939164254e-05,0.0,10046.68939164254
ciudadano num,1.0041584958722097e-05,0.0,10041.584958722096
seguridad ciudadano,1.0015065059983452e-05,0.0,10015.065059983452
palmo,9.98847098307165e-06,0.0,9988.47098307165
rivero asegura,9.981580336398113e-06,0.0,9981.580336398112
socialista seguir,9.845035746664507e-06,0.0,9845.035746664507
propuesta iniciativo,9.824812278679651e-06,0.0,9824.81227867965
finanza,9.783992640433613e-06,0.0,9783.992640433613
jo ignacio,9.746797922721941e-06,0.0,9746.79792272194
salamanco,9.724461057129324e-06,0.0,9724.461057129323
juan espada,9.677142510312698e-06,0.0,9677.142510312697
desafio actual,9.671603509233872e-06,0.0,9671.603509233872
voto iniciativo,9.670996907754036e-06,0.0,9670.996907754035
generar debate,9.613329180342772e-06,0.0,9613.329180342771
torrar,9.588763886523533e-06,0.0,9588.763886523533
bng afirmar,9.566196882238692e-06,0.0,9566.196882238692
atra,9.558923909389387e-06,0.0,9558.923909389387
politico surgir,9.512068414296709e-06,0.0,9512.068414296707
presentado unidas,9.467609774643464e-06,0.0,9467.609774643463
junta portavoz,9.445840791025893e-06,0.0,9445.840791025892
coalicion iniciativo,9.408023890328784e-06,0.0,9408.023890328783
madrid afirmar,9.374484118939299e-06,0.0,9374.484118939297
formacion jo,9.33954370447297e-06,0.0,9339.54370447297
carlos anunciar,9.311147252950636e-06,0.0,9311.147252950635
congreso iir,9.27040524264911e-06,0.0,9270.40524264911
catalunya afirmar,9.24554792219665e-06,0.0,9245.54792219665
revelacion generar,9.244169994184792e-06,0.0,9244.169994184791
pp presentar,9.148012245799961e-06,0.0,9148.01224579996
teruel existir,9.145389157757275e-06,0.0,9145.389157757274
papel diana,9.140435209252297e-06,0.0,9140.435209252297
bng habiar,9.023018081076912e-06,0.0,9023.01808107691
luis martinezalmeido,9.013463419526484e-06,0.0,9013.463419526484
catalunya exigir,8.972457829960036e-06,0.0,8972.457829960036
carrizós,8.970518856243088e-06,0.0,8970.518856243087
situar num,8.94836205638052e-06,0.0,8948.36205638052
ana torrojo,8.947237166873042e-06,0.0,8947.237166873041
equo atender,8.919050899417816e-06,0.0,8919.050899417814
razón,8.813110479475898e-06,0.0,8813.110479475898
reivindicación,8.760350431711243e-06,0.0,8760.350431711242
negociación partido,8.756667128209114e-06,0.0,8756.667128209114
xo manuel,8.718667890835596e-06,0.0,8718.667890835595
trumpir,8.657604561426295e-06,0.0,8657.604561426295
discutir medida,8.555593204584705e-06,0.0,8555.593204584704
catalunya defender,8.543635631043816e-06,0.0,8543.635631043815
mes elección,8.534884555175263e-06,0.0,8534.884555175262
presentar comicio,8.491171312538283e-06,0.0,8491.171312538283
sero num,8.455970236625857e-06,0.0,8455.970236625855
pp elección,8.448277066247469e-06,0.0,8448.277066247469
multipl,8.406683963865835e-06,0.0,8406.683963865835
arremetir,8.360460585482334e-06,0.0,8360.460585482333
num esca,8.331665157704154e-06,0.0,8331.665157704154
alegación,8.285542862258478e-06,0.0,8285.542862258479
escandalo soborno,8.271453533960605e-06,0.0,8271.453533960605
opción,8.260785014296257e-06,0.0,8260.785014296256
paqui maquedo,8.25665444985275e-06,0.0,8256.65444985275
rufiar javier,8.2423717959998e-06,0.0,8242.3717959998
mano tendido,8.223735294507612e-06,0.0,8223.735294507613
abrirar,8.19710079316657e-06,0.0,8197.100793166568
sanchez recordar,8.123220968521826e-06,0.0,8123.220968521826
roldar,8.112513331773623e-06,0.0,8112.513331773623
creer vox,8.106439834521167e-06,0.0,8106.439834521167
chav grinar,8.061972263297568e-06,0.0,8061.972263297567
vox considerar,8.059625189315692e-06,0.0,8059.625189315691
seriar,8.047507742988217e-06,0.0,8047.507742988217
adrián,8.033461288767047e-06,0.0,8033.461288767046
jo escalonilla,8.018906885290984e-06,0.0,8018.906885290984
sanitario social,7.980314874895026e-06,0.0,7980.314874895025
coalicion socialista,7.971560546499194e-06,0.0,7971.560546499193
dolor juan,7.933632798977479e-06,0.0,7933.632798977478
mejorar condición,7.899188659817054e-06,0.0,7899.188659817054
psoe iir,7.860340638706874e-06,0.0,7860.3406387068735
unidos iniciativo,7.857628180575177e-06,0.0,7857.628180575177
direccion autonomico,7.83108149362089e-06,0.0,7831.081493620889
llegar cabo,7.830642515945997e-06,0.0,7830.642515945997
sandra herediar,7.806056207532274e-06,0.0,7806.056207532273
escandalo juan,7.780585148676578e-06,0.0,7780.585148676578
harar,7.759180566929384e-06,0.0,7759.1805669293835
unidas ciudadano,7.756069887552654e-06,0.0,7756.069887552654
garcia caparro,7.698533015277223e-06,0.0,7698.533015277222
sindicato patronal,7.597071906348291e-06,0.0,7597.07190634829
habio,7.5758407887732146e-06,0.0,7575.840788773214
ciudadano asegurar,7.541458407870686e-06,0.0,7541.458407870685
decidir presentar,7.5413419672064105e-06,0.0,7541.34196720641
abstendrar votacion,7.540293018658638e-06,0.0,7540.293018658637
madrilén isabel,7.519917892989735e-06,0.0,7519.917892989734
congreso rechazar,7.4044167805365955e-06,0.0,7404.416780536595
sanción,7.3773183167722234e-06,0.0,7377.318316772223
presidencia iniciativo,7.375385168491961e-06,0.0,7375.385168491961
sancionador suspension,7.374652952759564e-06,0.0,7374.652952759564
rodriguir,7.358302570345173e-06,0.0,7358.302570345172
diar,7.343460983682438e-06,0.0,7343.4609836824375
seguir abierto,7.324364843285067e-06,0.0,7324.364843285067
santos cerdar,7.318318082396861e-06,0.0,7318.3180823968605
america latino,7.316872533124134e-06,0.0,7316.872533124133
fiscal empresa,7.293591211430963e-06,0.0,7293.591211430962
anunciar num,7.283586849468237e-06,0.0,7283.586849468237
tribunal rechazar,7.283460447053478e-06,0.0,7283.460447053478
catalunya desplazar,7.259538575601127e-06,0.0,7259.5385756011265
estario,7.2566609591115465e-06,0.0,7256.660959111546
egea afirmar,7.25199497075933e-06,0.0,7251.99497075933
lider proz,7.250245889480792e-06,0.0,7250.245889480792
prueba presentado,7.248659140001749e-06,0.0,7248.659140001749
gonzalez jo,7.232975955088394e-06,0.0,7232.975955088394
permitirar,7.228310461981584e-06,0.0,7228.310461981583
preso reivindicar,7.227427140163224e-06,0.0,7227.427140163224
infección,7.214050482223479e-06,0.0,7214.050482223479
salpicar,7.208367560829503e-06,0.0,7208.3675608295025
psoe iniciativo,7.1879652425654525e-06,0.0,7187.965242565452
prision preventivo,7.187926939865968e-06,0.0,7187.926939865968
arab unido,7.173662753397372e-06,0.0,7173.6627533973715
tejerín,7.137274135713957e-06,0.0,7137.274135713956
hablar ministro,7.112421137907248e-06,0.0,7112.421137907248
primario local,7.101692231386318e-06,0.0,7101.692231386317
junquera jordi,7.091280585939403e-06,0.0,7091.280585939403
escano ciudadano,7.079091988871469e-06,0.0,7079.091988871469
buscar garantizar,7.048077615455164e-06,0.0,7048.077615455164
presidente ciudadano,7.021140564874969e-06,0.0,7021.140564874968
obtendriar,6.967757602986877e-06,0.0,6967.757602986877
interés,6.926504707701665e-06,0.0,6926.504707701664
asegurar secretario,6.905222063824368e-06,0.0,6905.222063824367
medida propuesto,6.904481004998251e-06,0.0,6904.481004998251
estimación,6.888571509927767e-06,0.0,6888.571509927767
asegurar negociación,6.8665332960774916e-06,0.0,6866.533296077491
aspiración,6.86649001918299e-06,0.0,6866.49001918299
canario iniciativo,6.828697256968463e-06,0.0,6828.697256968463
tomar decisión,6.759050775858767e-06,0.0,6759.050775858766
jo ricardo,6.75429517531424e-06,0.0,6754.29517531424
ultima elección,6.741357849648038e-06,0.0,6741.357849648038
iniciar conversación,6.714798423271124e-06,0.0,6714.798423271123
maquedo,6.71170955348392e-06,0.0,6711.709553483919
jo blanco,6.687405070433343e-06,0.0,6687.405070433343
tema catalunya,6.681397316165365e-06,0.0,6681.397316165364
socialista catalán,6.68030025919508e-06,0.0,6680.300259195079
cara elección,6.671787339487692e-06,0.0,6671.7873394876915
nacional iniciativo,6.6570652759684455e-06,0.0,6657.065275968445
anunciar consejo,6.648352018855451e-06,0.0,6648.35201885545
espana ciudadano,6.64621309156911e-06,0.0,6646.21309156911
comunidad valenciano,6.642333117441812e-06,0.0,6642.333117441812
prohibicion desahucio,6.630343793364034e-06,0.0,6630.343793364033
vox obtener,6.615067774501463e-06,0.0,6615.067774501463
neurón,6.593689776666368e-06,0.0,6593.689776666368
referiar,6.574061901861238e-06,0.0,6574.061901861237
iniciativa presentado,6.566503007715851e-06,0.0,6566.503007715851
psoe socialista,6.559036439613604e-06,0.0,6559.036439613604
extesorero ciudadano,6.555007311988234e-06,0.0,6555.007311988234
corte aragon,6.550456466047222e-06,0.0,6550.4564660472215
medida incluir,6.547749751447553e-06,0.0,6547.749751447553
mil persona,6.547706779072585e-06,0.0,6547.706779072584
pp reconocer,6.53936350879751e-06,0.0,6539.36350879751
formacion politico,6.508536227402228e-06,0.0,6508.536227402227
economico transformacion,6.456925418984064e-06,0.0,6456.925418984063
rufiir granado,6.456756281692651e-06,0.0,6456.75628169265
alcanzariar,6.44581095410034e-06,0.0,6445.81095410034
alianza atlantico,6.442415107932072e-06,0.0,6442.415107932072
primario conjunta,6.438737657800591e-06,0.0,6438.737657800591
sesión,6.425517963800396e-06,0.0,6425.517963800396
votación,6.401672609512439e-06,0.0,6401.672609512439
victor torre,6.392875789117951e-06,0.0,6392.87578911795
pedir disculpa,6.392835865222253e-06,0.0,6392.835865222252
espanol función,6.36784631367152e-06,0.0,6367.84631367152
declarar comision,6.355202090015758e-06,0.0,6355.202090015758
manuel villega,6.340598108527465e-06,0.0,6340.598108527464
equo afirmar,6.323026828183532e-06,0.0,6323.0268281835315
nueve ano,6.2863674742740414e-06,0.0,6286.367474274041
pp reclamar,6.266907444844964e-06,0.0,6266.907444844964
independentista catalán,6.2602938679510205e-06,0.0,6260.29386795102
buscar mejorar,6.1639928587710404e-06,0.0,6163.99285877104
autonomica municipal,6.117795300073481e-06,0.0,6117.795300073481
jessico,6.109045287907693e-06,0.0,6109.045287907693
pnv ciudadano,6.10700701757143e-06,0.0,6107.00701757143
medida concreto,6.099025163833844e-06,0.0,6099.025163833844
garcia asegurar,6.089163277533085e-06,0.0,6089.1632775330845
num agente,6.064418878045712e-06,0.0,6064.418878045712
pollar,6.059661924929847e-06,0.0,6059.6619249298465
pedirar,6.056710703339655e-06,0.0,6056.710703339654
acusado juicio,6.054579425388897e-06,0.0,6054.579425388897
mil republicano,6.051737613349528e-06,0.0,6051.737613349528
lorena roldar,6.050208310881166e-06,0.0,6050.208310881166
decena persona,6.038231098641073e-06,0.0,6038.231098641072
fuente iniciativo,6.013443909601055e-06,0.0,6013.443909601055
condenar num,6.006987571103225e-06,0.0,6006.987571103225
capital catalán,5.979504607245081e-06,0.0,5979.5046072450805
espanolar,5.973141213395898e-06,0.0,5973.1412133958975
madrid anunciar,5.9358542373140986e-06,0.0,5935.854237314098
sanchez galar,5.928920732664659e-06,0.0,5928.920732664658
debate tendrar,5.911818724853769e-06,0.0,5911.818724853769
presentado iniciativo,5.888657374487135e-06,0.0,5888.657374487135
vox reunir,5.875656883219585e-06,0.0,5875.656883219584
minón num,5.864199235849487e-06,0.0,5864.199235849487
diputado acatar,5.856059670445241e-06,0.0,5856.059670445241
ill,5.848752281888181e-06,0.0,5848.752281888181
portavoz unido,5.8384063275108715e-06,0.0,5838.406327510871
concretar detalle,5.82713281668784e-06,0.0,5827.132816687839
donación,5.821983879978802e-06,0.0,5821.983879978801
escandalo sacudir,5.815630857005154e-06,0.0,5815.630857005153
ciudadano madrid,5.814027755043277e-06,0.0,5814.027755043277
migración,5.778707875349309e-06,0.0,5778.707875349309
totalidad desvirtuar,5.767494964336553e-06,0.0,5767.494964336553
bateria pregunta,5.767039472633532e-06,0.0,5767.039472633532
comunitat valenciano,5.766786953214049e-06,0.0,5766.7869532140485
cualquiera tipo,5.748562515874631e-06,0.0,5748.562515874631
